Country,1 category,2 category,Product,Year,Income in USD
Egipto,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,165008,5
Egipto,No minero,Productos del mar,Resto Productos del mar,2017,0
Egipto,No minero,Frutas y frutos ,Nueces de nogal,2017,380256,7
Egipto,No minero,Frutas y frutos ,Kiwis,2017,213015
Egipto,No minero,Frutas y frutos ,Ciruelas,2017,381592,43
Egipto,No minero,Frutas y frutos ,Peras,2017,0
Egipto,No minero,Frutas y frutos ,Manzanas,2017,0
Egipto,No minero,Frutas y frutos ,Uvas ,2017,0
Egipto,No minero,Frutas y frutos ,Cerezas,2017,0
Egipto,No minero,Otros alimentos,Resto Otros alimentos,2017,109265,15
Egipto,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,9035,07
Egipto,No minero,Otros alimentos,Leche y otros productos lácteos,2017,0
Egipto,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,12243,37
Egipto,No minero,Otros productos relevantes,Neumáticos,2017,50,75
Egipto,Minero,Minería,Cobre,2017,2874035,35
Egipto,Minero,Minería,Resto Minería,2017,0
República Checa,No minero,Vitivinícola,Vinos,2017,8696784,08
República Checa,No minero,Vitivinícola,Mostos de uva,2017,252960
República Checa,No minero,Vitivinícola,Vinos espumosos,2017,1540,62
República Checa,No minero,Resto No minería,Resto No minería,2017,2114404,28
República Checa,No minero,Frutas y frutos ,Ciruelas,2017,1068975,62
República Checa,No minero,Frutas y frutos ,Uvas ,2017,233112,44
República Checa,No minero,Frutas y frutos ,Nueces de nogal,2017,98659
República Checa,No minero,Frutas y frutos ,Peras,2017,0
República Checa,No minero,Otros productos relevantes,Medicamentos,2017,1346603,67
República Checa,No minero,Otros productos relevantes,Semillas para siembra,2017,49046,67
República Checa,No minero,Otros productos relevantes,Neumáticos,2017,0
República Checa,No minero,Otros productos relevantes,Metanol,2017,0
República Checa,No minero,Otros alimentos,Miel,2017,605989,84
República Checa,No minero,Otros alimentos,Carnes de porcino,2017,0
República Checa,No minero,Otros alimentos,Resto Otros alimentos,2017,26004,78
República Checa,No minero,Otros alimentos,Tomates preprarados o conservados,2017,0
República Checa,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,0
República Checa,No minero,Otros alimentos,Aceites de oliva,2017,3723
República Checa,No minero,Otros alimentos,Hortalizas y tubérculos,2017,0
República Checa,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,112446,82
República Checa,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,40548
República Checa,No minero,Productos del mar,Resto Productos del mar,2017,0
República Checa,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,5456,72
República Checa,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,4232,02
República Checa,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,790,53
República Checa,Minero,Minería,Resto Minería,2017,0
Luxemburgo,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,7135250,14
Luxemburgo,No minero,Vitivinícola,Vinos,2017,104787,26
Luxemburgo,No minero,Vitivinícola,Vinos espumosos,2017,0
Luxemburgo,No minero,Resto No minería,Resto No minería,2017,116546,62
Luxemburgo,No minero,Frutas y frutos ,Cerezas,2017,0
Luxemburgo,No minero,Frutas y frutos ,Arándanos,2017,0
Luxemburgo,No minero,Otros productos relevantes,Abonos,2017,0
Luxemburgo,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,67,52
Luxemburgo,No minero,Otros alimentos,Resto Otros alimentos,2017,0
Luxemburgo,Minero,Minería,Resto Minería,2017,58399
Luxemburgo,Minero,Minería,Minerales de plomo y sus concentrados,2017,0
Luxemburgo,Minero,Minería,Minerales de molibdeno y sus concentrados,2017,0
Bahamas,No minero,Resto No minería,Resto No minería,2017,10511,64
Bahamas,No minero,Vitivinícola,Vinos,2017,727510,25
Bahamas,No minero,Vitivinícola,Vinos espumosos,2017,20350
Bahamas,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,103768,16
Bahamas,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,564843,61
Bahamas,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,88109,87
Bahamas,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,0
Bahamas,No minero,Frutas y frutos ,Uvas ,2017,0
Bahamas,No minero,Frutas y frutos ,Manzanas,2017,0
Bahamas,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,0
Bahamas,No minero,Otros alimentos,Miel,2017,0
Bahamas,No minero,Otros alimentos,Resto Otros alimentos,2017,0
Bahamas,Minero,Minería,Resto Minería,2017,0
Namibia,Minero,Minería,Minerales de cobre y sus concentrados,2017,20518918,41
Namibia,No minero,Otros productos relevantes,Abonos,2017,0
Namibia,No minero,Productos del mar,Jureles,2017,0
Namibia,No minero,Productos del mar,Resto Productos del mar,2017,0
Namibia,No minero,Productos del mar,Moluscos,2017,0
Namibia,No minero,Resto No minería,Resto No minería,2017,0
Namibia,No minero,Otros alimentos,Carnes de ave,2017,0
Jamaica,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,3558922,64
Jamaica,No minero,Productos del mar,Salmones y truchas,2017,1671319,98
Jamaica,No minero,Productos del mar,Resto Productos del mar,2017,0
Jamaica,No minero,Productos del mar,Bacalaos,2017,21671,96
Jamaica,No minero,Productos del mar,Moluscos,2017,0
Jamaica,No minero,Otros alimentos,Resto Otros alimentos,2017,2925982,25
Jamaica,No minero,Otros alimentos,Tomates preprarados o conservados,2017,845618,3
Jamaica,No minero,Otros alimentos,Granos de avena,2017,0
Jamaica,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,0
Jamaica,No minero,Otros alimentos,Hortalizas y tubérculos,2017,0
Jamaica,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,1268306,73
Jamaica,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,360547,93
Jamaica,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,32941,82
Jamaica,No minero,Resto No minería,Resto No minería,2017,1318438,49
Jamaica,No minero,Vitivinícola,Vinos,2017,815110,69
Jamaica,No minero,Vitivinícola,Vinos espumosos,2017,4650
Jamaica,No minero,Vitivinícola,Mostos de uva,2017,0
Jamaica,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,395640,84
Jamaica,No minero,Otros productos relevantes,Abonos,2017,246749,52
Jamaica,No minero,Otros productos relevantes,Neumáticos,2017,56216,45
Jamaica,No minero,Frutas y frutos ,Arándanos,2017,0
Jamaica,No minero,Frutas y frutos ,Frutillas,2017,0
Jamaica,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,0
Jamaica,No minero,Frutas y frutos ,Ciruelas,2017,44144,4
Jamaica,No minero,Frutas y frutos ,Uvas ,2017,0
Jamaica,No minero,Frutas y frutos ,Frambuesas y moras,2017,0
Marruecos,No minero,Frutas y frutos ,Nueces de nogal,2017,9801365,53
Marruecos,No minero,Frutas y frutos ,Uvas ,2017,80520
Marruecos,No minero,Frutas y frutos ,Arándanos,2017,0
Marruecos,No minero,Otros productos relevantes,Nitratos de potasio,2017,0
Marruecos,No minero,Otros productos relevantes,Medicamentos,2017,0
Marruecos,No minero,Resto No minería,Resto No minería,2017,430372,92
Marruecos,No minero,Productos del mar,Moluscos,2017,351866
Marruecos,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,142986,6
Marruecos,No minero,Otros alimentos,Tomates preprarados o conservados,2017,0
Marruecos,No minero,Otros alimentos,Resto Otros alimentos,2017,37726,03
Marruecos,No minero,Otros alimentos,Granos de avena,2017,0
Marruecos,No minero,Vitivinícola,Vinos,2017,28480
Marruecos,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,23066,39
Marruecos,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,300
Marruecos,Minero,Minería,Resto Minería,2017,52270,2
Kenia,No minero,Resto No minería,Resto No minería,2017,57883,08
Kenia,No minero,Vitivinícola,Vinos,2017,1332152,53
Kenia,No minero,Vitivinícola,Vinos espumosos,2017,1838,4
Kenia,No minero,Vitivinícola,Mostos de uva,2017,1600
Kenia,No minero,Frutas y frutos ,Kiwis,2017,17370
Kenia,No minero,Frutas y frutos ,Manzanas,2017,0
Kenia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,0
Kenia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,0
Kenia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,1485
Kenia,No minero,Otros productos relevantes,Semillas para siembra,2017,0
Kenia,No minero,Otros productos relevantes,Nitratos de potasio,2017,0
Kenia,No minero,Otros productos relevantes,Medicamentos,2017,0
Kenia,No minero,Productos del mar,Salmones y truchas,2017,0
Kenia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,0
Kenia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,129,74
Kenia,Minero,Minería,Resto Minería,2017,0
Argelia,Minero,Minería,Minerales de hierro y sus concentrados,2017,0
Argelia,No minero,Frutas y frutos ,Nueces de nogal,2017,605012,71
Argelia,No minero,Frutas y frutos ,Uvas ,2017,355169
Argelia,No minero,Frutas y frutos ,Ciruelas,2017,384571
Argelia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,163071
Argelia,No minero,Frutas y frutos ,Kiwis,2017,0
Argelia,No minero,Frutas y frutos ,Manzanas,2017,0
Argelia,No minero,Frutas y frutos ,Peras,2017,0
Argelia,No minero,Resto No minería,Resto No minería,2017,1004939,86
Argelia,No minero,Otros alimentos,Hortalizas y tubérculos,2017,0
Argelia,No minero,Otros alimentos,Resto Otros alimentos,2017,0
Argelia,No minero,Otros alimentos,Granos de avena,2017,0
Argelia,No minero,Otros productos relevantes,Abonos,2017,62832
Argelia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,13834,68
Letonia,No minero,Vitivinícola,Vinos,2017,9231581,86
Letonia,No minero,Vitivinícola,Vinos espumosos,2017,3952,81
Letonia,No minero,Vitivinícola,Mostos de uva,2017,0
Letonia,No minero,Otros alimentos,Resto Otros alimentos,2017,127026,98
Letonia,No minero,Otros alimentos,Tomates preprarados o conservados,2017,21483,38
Letonia,No minero,Otros alimentos,Carnes de porcino,2017,0
Letonia,No minero,Otros alimentos,Aceites de oliva,2017,0
Letonia,No minero,Otros alimentos,Cecinas y embutidos,2017,0
Letonia,No minero,Frutas y frutos ,Ciruelas,2017,547564
Letonia,No minero,Frutas y frutos ,Uvas ,2017,536018,49
Letonia,No minero,Frutas y frutos ,Nueces de nogal,2017,0
Letonia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,0
Letonia,No minero,Frutas y frutos ,Manzanas,2017,109846,92
Letonia,No minero,Productos del mar,Salmones y truchas,2017,0
Letonia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,0
Letonia,No minero,Resto No minería,Resto No minería,2017,156218,67
Letonia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,4711,71
Letonia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,27
Letonia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,0
Letonia,No minero,Otros productos relevantes,Nitratos de potasio,2017,0
Letonia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,13,7
Belarus,No minero,Frutas y frutos ,Nueces de nogal,2017,0
Belarus,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,0
Belarus,No minero,Frutas y frutos ,Ciruelas,2017,0
Belarus,No minero,Frutas y frutos ,Uvas ,2017,38563
Belarus,No minero,Productos del mar,Salmones y truchas,2017,246227,31
Belarus,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,278176,63
Belarus,No minero,Productos del mar,Resto Productos del mar,2017,0
Belarus,No minero,Otros alimentos,Cecinas y embutidos,2017,1818011,24
Belarus,No minero,Otros alimentos,Carnes de porcino,2017,722916,13
Belarus,No minero,Otros alimentos,Resto Otros alimentos,2017,21874,78
Belarus,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,0
Belarus,No minero,Vitivinícola,Vinos,2017,757924,52
Belarus,No minero,Otros productos relevantes,Medicamentos,2017,0
Belarus,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,0,86
Belarus,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,0
Belarus,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,0
Belarus,No minero,Resto No minería,Resto No minería,2017,1026,39
Estonia,No minero,Vitivinícola,Vinos,2017,3717724,35
Estonia,No minero,Vitivinícola,Mostos de uva,2017,141782,2
Estonia,No minero,Vitivinícola,Vinos espumosos,2017,16707,74
Estonia,No minero,Resto No minería,Resto No minería,2017,1242309,07
Estonia,No minero,Frutas y frutos ,Nueces de nogal,2017,0
Estonia,No minero,Frutas y frutos ,Uvas ,2017,368665
Estonia,No minero,Frutas y frutos ,Ciruelas,2017,152520
Estonia,No minero,Frutas y frutos ,Manzanas,2017,34477,53
Estonia,No minero,Productos del mar,Salmones y truchas,2017,0
Estonia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,56847,78
Estonia,No minero,Otros alimentos,Resto Otros alimentos,2017,110824,32
Estonia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,74018,56
Estonia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,6328,46
Estonia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,0
Estonia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,0
Estonia,Minero,Minería,Minerales de molibdeno y sus concentrados,2017,8091310,81
Qatar,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,3396185,34
Qatar,No minero,Frutas y frutos ,Manzanas,2017,1703305,99
Qatar,No minero,Frutas y frutos ,Nueces de nogal,2017,442324,77
Qatar,No minero,Frutas y frutos ,Uvas ,2017,671019,26
Qatar,No minero,Frutas y frutos ,Kiwis,2017,447476,03
Qatar,No minero,Frutas y frutos ,Peras,2017,67168
Qatar,No minero,Frutas y frutos ,Ciruelas,2017,0
Qatar,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,0
Qatar,No minero,Frutas y frutos ,Cerezas,2017,9072,84
Qatar,No minero,Frutas y frutos ,Arándanos,2017,7523,1
Qatar,No minero,Vitivinícola,Vinos,2017,737861,65
Qatar,No minero,Vitivinícola,Vinos espumosos,2017,66
Qatar,No minero,Otros alimentos,Resto Otros alimentos,2017,10341,6
Qatar,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,8421,6
Qatar,No minero,Resto No minería,Resto No minería,2017,110108,83
Qatar,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,0
Qatar,No minero,Productos del mar,Salmones y truchas,2017,0
Qatar,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,2191,91
Qatar,No minero,Otros productos relevantes,Medicamentos,2017,0
Sri Lanka,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,5015412
Sri Lanka,No minero,Productos del mar,Salmones y truchas,2017,144080,15
Sri Lanka,No minero,Productos del mar,Jureles,2017,0
Sri Lanka,No minero,Resto No minería,Resto No minería,2017,345124,9
Sri Lanka,No minero,Vitivinícola,Vinos,2017,1023057,94
Sri Lanka,No minero,Vitivinícola,Vinos espumosos,2017,12587,5
Sri Lanka,No minero,Vitivinícola,Mostos de uva,2017,4600
Sri Lanka,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,436412,04
Sri Lanka,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,0
Sri Lanka,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,64
Sri Lanka,No minero,Frutas y frutos ,Manzanas,2017,108420
Sri Lanka,No minero,Frutas y frutos ,Nueces de nogal,2017,0
Sri Lanka,No minero,Otros productos relevantes,Nitratos de potasio,2017,18145
Sri Lanka,No minero,Otros productos relevantes,Neumáticos,2017,0
Sri Lanka,No minero,Otros alimentos,Resto Otros alimentos,2017,8604,75
Sri Lanka,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,0
Sri Lanka,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,545,74
Sri Lanka,Minero,Minería,Cobre,2017,0
Sri Lanka,Minero,Minería,Resto Minería,2017,0
Jordania,No minero,Forestales y sus derivados,Celulosa,2017,3913649,99
Jordania,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,0
